Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
46,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,LAR,4,2023
47,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,JAC,4,2023
48,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,4,2023
49,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1%,MIN,4,2023
50,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.4%,DET,4,2023
51,John Parker Romo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIN,4,2023
52,Cade York,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CLE,4,2023
53,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,4,2023
54,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,4,2023
55,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,4,2023
56,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,4,2023
57,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,4,2023
58,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,4,2023
59,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,4,2023
60,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,4,2023
61,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,4,2023
62,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,4,2023
63,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,4,2023
64,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,4,2023
65,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,4,2023
66,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,4,2023
67,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,LAR,4,2023
68,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,4,2023
69,Colton Theaker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,4,2023
