Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
55,Sean Clifford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,GB,3,2023
56,Trey Lance,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,DAL,3,2023
57,John Paddock,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,3,2023
58,Dorian Thompson-Robinson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.6%,CLE,3,2023
59,Rocky Lombardi,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CIN,3,2023
60,Devin Leary,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,3,2023
61,Jake Haener,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,3,2023
62,Tanner McKee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,3,2023
63,Chris Oladokun,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,KC,3,2023
64,Aidan O'Connell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.1%,LV,3,2023
65,Hendon Hooker,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,DET,3,2023
66,Sam Hartman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,3,2023
67,Anthony Richardson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,58.3%,IND,3,2023
68,Joe Milton III,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,NE,3,2023
69,Tommy DeVito,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.1%,NYG,3,2023
70,Michael Pratt,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,GB,3,2023
71,Clayton Tune,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,ARI,3,2023
72,Tanner Mordecai,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,3,2023
73,Nathan Rourke,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,3,2023
74,Tyson Bagent,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,CHI,3,2023
75,Dresser Winn,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAR,3,2023
76,Jordan Travis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,NYJ,3,2023
77,Gavin Hardison,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIA,3,2023
78,Spencer Rattler,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,NO,3,2023
79,Jason Bean,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,3,2023
80,Drake Maye,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.8%,NE,3,2023
81,Jack Plummer,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,3,2023
82,Caleb Williams,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,80.6%,CHI,3,2023
83,Max Duggan,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAC,3,2023
84,Emory Jones,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,3,2023
85,Michael Penix Jr.,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.9%,ATL,3,2023
86,Will Levis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,10.3%,TEN,3,2023
87,J.J. McCarthy,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,18.2%,MIN,3,2023
88,Malik Cunningham,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,BAL,3,2023
89,Taulia Tagovailoa,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ARI,3,2023
90,Stetson Bennett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,LAR,3,2023
91,Bailey Zappe,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,NE,3,2023
92,Jaren Hall,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,MIN,3,2023
93,Anthony Brown Jr.,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,3,2023
94,Austin Reed,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,3,2023
95,Skylar Thompson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,MIA,3,2023
96,Kedon Slovis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,3,2023
97,Carter Bradley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,3,2023
98,Malik Willis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,TEN,3,2023
99,Aaron Rodgers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,50.2%,NYJ,3,2023
100,Ben Chappell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,3,2023
101,Adam Froman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,3,2023
102,Erik Ainge,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,3,2023
103,Hunter Cantwell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,3,2023
104,Case Keenum,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,HOU,3,2023
105,Joe Flacco,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,17.3%,IND,3,2023
106,Josh Johnson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,BAL,3,2023
107,Logan Woodside,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CIN,3,2023
108,Taysom Hill,0,0,0.0,0,0.0,0,0,0,4,12,0,0,1,0.0,0.0,36.8%,NO,3,2023
109,Mason Rudolph,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,TEN,3,2023
110,Mitchell Trubisky,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,BUF,3,2023
111,Nathan Peterman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,NO,3,2023
112,Cooper Rush,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,DAL,3,2023
113,Nick Mullens,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4.1%,MIN,3,2023
114,P.J. Walker,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SEA,3,2023
115,Alex McGough,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,3,2023
116,Easton Stick,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,LAC,3,2023
117,Jake Browning,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,20.8%,CIN,3,2023
118,Kyler Murray,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,78.6%,ARI,3,2023
119,Jarrett Stidham,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.7%,DEN,3,2023
120,Brett Rypien,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,3,2023
121,Tim Boyle,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,HOU,3,2023
122,John Wolford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,3,2023
123,Drew Lock,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.7%,NYG,3,2023
124,Will Grier,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,3,2023
125,Marcus Mariota,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.2%,WAS,3,2023
126,Taylor Heinicke,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.1%,ATL,3,2023
127,Brett Smith,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,3,2023
128,Jeff Driskel,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,3,2023
129,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NE,3,2023
130,Brandon Allen,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,SF,3,2023
131,Nate Sudfeld,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,3,2023
132,Carson Wentz,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,KC,3,2023
133,Michael Hiers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,3,2023
134,Sam Darnold,0,0,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,1.2%,MIN,3,2023
135,Kyle Allen,0,0,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.1%,PIT,3,2023
136,Blaine Gabbert,3,5,60.0,31,6.2,0,2,0,2,-1,0,0,1,-0.9,-0.9,0.0%,FA,3,2023
