Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
21,Will Levis,22,39,56.4,262,6.7,0,1,4,1,2,0,0,1,9.7,9.7,10.3%,TEN,9,2023
22,Gardner Minshew II,17,26,65.4,127,4.9,1,0,1,5,5,0,0,1,9.6,9.6,16.8%,LV,9,2023
23,Aidan O'Connell,16,25,64.0,209,8.4,0,0,0,0,0,0,0,1,8.4,8.4,3.1%,LV,9,2023
24,Zach Wilson,33,49,67.3,263,5.4,0,0,8,2,7,0,2,1,7.2,7.2,2.3%,DEN,9,2023
25,Justin Herbert,16,30,53.3,136,4.5,0,0,5,3,17,0,0,1,7.1,7.1,64.6%,LAC,9,2023
26,Tyler Huntley,5,7,71.4,38,5.4,1,0,0,4,8,0,0,1,6.3,6.3,0.6%,CLE,9,2023
27,Jaren Hall,5,6,83.3,78,13.0,0,0,0,2,11,0,0,1,4.2,4.2,1.6%,MIN,9,2023
28,Brett Rypien,13,28,46.4,130,4.6,0,1,1,3,19,0,1,1,4.1,4.1,0.0%,CHI,9,2023
29,Geno Smith,13,28,46.4,157,5.6,0,1,4,2,4,0,1,1,3.7,3.7,38.4%,SEA,9,2023
30,Daniel Jones,4,9,44.4,25,2.8,0,0,2,2,9,0,0,1,1.9,1.9,10.7%,NYG,9,2023
31,Clayton Tune,11,20,55.0,58,2.9,0,2,7,5,28,0,1,1,1.1,1.1,0.1%,ARI,9,2023
32,Aaron Rodgers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,50.2%,NYJ,9,2023
33,Davis Mills,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,HOU,9,2023
34,Jayden Daniels,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,76.9%,WAS,9,2023
35,Bo Nix,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4.5%,DEN,9,2023
36,Emory Jones,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,9,2023
37,Brock Purdy,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,92.3%,SF,9,2023
38,Trevor Lawrence,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,71.3%,JAC,9,2023
39,Justin Fields,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,50.1%,PIT,9,2023
40,Kyle Trask,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,TB,9,2023
41,Sam Ehlinger,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,IND,9,2023
42,Shane Buechele,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,9,2023
43,Sean Clifford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,GB,9,2023
44,Desmond Ridder,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.7%,ARI,9,2023
45,Trey Lance,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,DAL,9,2023
46,Dorian Thompson-Robinson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,CLE,9,2023
47,Ian Book,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,KC,9,2023
48,Michael Pratt,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,GB,9,2023
49,Tanner Mordecai,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,9,2023
50,Nathan Rourke,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,9,2023
51,Jordan Travis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,NYJ,9,2023
52,Dresser Winn,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAR,9,2023
53,Chris Oladokun,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,KC,9,2023
54,Devin Leary,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,9,2023
55,Jake Haener,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,9,2023
56,Tanner McKee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,9,2023
57,Rocky Lombardi,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CIN,9,2023
58,John Rhys Plumlee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,9,2023
59,Casey Bauman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LAC,9,2023
60,Gunnar Watson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,9,2023
61,Zack Annexstad,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,9,2023
62,John Paddock,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,9,2023
63,Jack Plummer,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,9,2023
64,Andrew Peasley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,9,2023
65,Cade Peterson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,9,2023
66,Wiliam Thompson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,9,2023
67,Jeremy Moussa,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,9,2023
68,Aeneas Dennis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,9,2023
69,Jason Bean,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,9,2023
70,Joe Milton III,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,NE,9,2023
71,Carter Bradley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,9,2023
72,Gavin Hardison,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIA,9,2023
73,Austin Reed,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,9,2023
74,Max Duggan,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,LAC,9,2023
75,Caleb Williams,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,80.6%,CHI,9,2023
76,Kedon Slovis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,9,2023
77,Spencer Rattler,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5%,NO,9,2023
78,Michael Penix Jr.,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.9%,ATL,9,2023
79,Malik Cunningham,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,BAL,9,2023
80,Taulia Tagovailoa,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ARI,9,2023
81,J.J. McCarthy,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,18.2%,MIN,9,2023
82,Drake Maye,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.8%,NE,9,2023
83,Sam Hartman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,9,2023
84,Hendon Hooker,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,DET,9,2023
85,Anthony Richardson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,58.3%,IND,9,2023
86,Skylar Thompson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,MIA,9,2023
87,Malik Willis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,TEN,9,2023
88,Stetson Bennett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,LAR,9,2023
89,Bailey Zappe,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,NE,9,2023
90,Anthony Brown Jr.,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,9,2023
91,Andy Dalton,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,CAR,9,2023
92,Tyrod Taylor,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.7%,NYJ,9,2023
93,Ben Chappell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,9,2023
94,Adam Froman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,9,2023
95,Erik Ainge,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,9,2023
96,Hunter Cantwell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,9,2023
97,Kirk Cousins,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,40.2%,ATL,9,2023
98,Russell Wilson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,30.9%,PIT,9,2023
99,Case Keenum,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,HOU,9,2023
100,Joe Flacco,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,17.3%,IND,9,2023
101,Josh Johnson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,BAL,9,2023
102,Matthew Stafford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,57.6%,LAR,9,2023
103,Taysom Hill,1,1,100.0,3,3.0,1,0,0,11,52,0,0,1,0.0,0.0,36.8%,NO,9,2023
104,Mason Rudolph,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,TEN,9,2023
105,P.J. Walker,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,SEA,9,2023
106,Sam Darnold,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.2%,MIN,9,2023
107,Logan Woodside,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CIN,9,2023
108,Mike White,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,MIA,9,2023
109,Nathan Peterman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,NO,9,2023
110,Mitchell Trubisky,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,BUF,9,2023
111,Nick Mullens,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4.1%,MIN,9,2023
112,C.J. Beathard,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,JAC,9,2023
113,Cooper Rush,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,DAL,9,2023
114,Easton Stick,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,LAC,9,2023
115,Jake Browning,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,20.8%,CIN,9,2023
116,Drew Lock,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.7%,NYG,9,2023
117,Kyler Murray,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,78.6%,ARI,9,2023
118,Jarrett Stidham,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.7%,DEN,9,2023
119,Will Grier,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,9,2023
120,Alex McGough,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,9,2023
121,Tim Boyle,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,HOU,9,2023
122,Kyle Allen,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,PIT,9,2023
123,John Wolford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,9,2023
124,Marcus Mariota,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,3.2%,WAS,9,2023
125,Jameis Winston,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8%,CLE,9,2023
126,Jimmy Garoppolo,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.7%,LAR,9,2023
127,Brett Smith,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,9,2023
128,Jared Goff,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,70.6%,DET,9,2023
129,Carson Wentz,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7%,KC,9,2023
130,Jeff Driskel,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,9,2023
131,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,NE,9,2023
132,Brandon Allen,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,SF,9,2023
133,Nate Sudfeld,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,9,2023
134,Michael Hiers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,9,2023
